Name (click to view profile),Date,Likes,isHearted,isPinned,Comment,(view source)
sophia De,25/12/20 21:53:28,1,no,no,Omg nat and Jacob are so cute togehterrrr,view comment
it's karina,25/12/20 21:57:42,0,no,no,Is  xmas time there cause here yes,view comment
Diana Rojas,25/12/20 22:05:47,0,no,no,I need your playlist,view comment
Yoo nie,25/12/20 22:14:49,0,no,no,I really want life like nat because its simple but with a very loving family unlike me im alone everytime i dont have money to buys stuff i want and everybody hates me when i do little wrong things and it make me sad,view comment
k m,25/12/20 22:29:40,0,no,no,My favourite 2❤❤,view comment
Esmeralda Serriteno,25/12/20 22:45:45,0,no,no,"Hold up is Nat older than Jacob since he jus got his permit 🤭.....Tea

Edit: or I’m just behind with their age",view comment
Melinda Vargas,25/12/20 22:47:15,0,no,no,Marry Christmas beautiful 🎄🎁😘 I got a Apple Watch for Christmas also which series is that one,view comment
moop,25/12/20 22:48:22,0,no,no,ugh the amount of jealousy i had of there relationship is sad 😭😭✋🏽,view comment
Leslye,25/12/20 22:53:33,0,no,no,AWW my boyfriend and i have the same bracelets but ours are black :D❤️,view comment
Ariana Guzman,25/12/20 23:12:00,1,no,no,I literally need nat to drop her playlist and post it as a YouTube video pls!!!,view comment
Cadence Muzzy,25/12/20 23:21:36,0,no,no,YOU GUYS ARE THE CUTEST TOGETHER!,view comment
devany hernandez,25/12/20 23:26:03,0,no,no,Bittersweet how vlogmas is ending :(,view comment
KAYLIE SMITH,25/12/20 23:29:27,2,no,no,nat needs to do a playlist video like now because I need the names of these songs,view comment
Tx. Jxzzy,25/12/20 23:30:04,0,no,no,I love yall two so much nd love seein yall together have a greag dag nd merrh Christmas !!! Nd I love ur motivation!,view comment
diana,25/12/20 23:39:57,1,no,no,me watching them open their gifts when i just got dumped 🥲,view comment
Elisa Baughman,25/12/20 23:44:13,0,no,no,You guys don't realize how bad I want a relationship like theirs...,view comment
itsthatleslie,25/12/20 23:45:34,0,no,no,the vibes here are immaculate ong 😭,view comment
Karen SA,25/12/20 23:46:10,1,no,no,everyone’s getting AirPod Pros this Christmas.. including me 🤪,view comment
Lizzie Lemaigre,25/12/20 23:47:14,0,no,no,Wait hold up! NAT did not get the pink drink🤚🏼😱 #shocked lol jk,view comment
Joanna Maestas,25/12/20 23:52:33,0,no,no,the WAY he picked her up i’m crying. they are the cutest situationship evet,view comment
Lizzie Lemaigre,25/12/20 23:53:46,0,no,no,"No one: 
NAT: please DONT DROP IT!",view comment
Qt Laurenn,26/12/20 00:02:44,0,no,no,hey nat I love your videos your litterly amazing.If your reading this can some of you guys pls come subscribe to my channel I've been here like two years ago and I stared in the summer and never grossed so if u read this pls subscribe to my channel it would help alot but anything helps.,view comment
Ana,26/12/20 00:10:21,0,no,no,MERRY CHRISTMAS!!,view comment
Gianna's Life,26/12/20 00:13:32,0,no,no,The way he looks at her omlllll,view comment
Brenda Coronado,26/12/20 00:26:28,0,no,no,hes gonna use that phone to text other bitches😰😥😓,view comment
Grecia García Muñoz,26/12/20 00:29:11,0,no,no,Que bonitoosss,view comment
Zureydi Rodriguez,26/12/20 00:29:18,3,no,no,12:15 aww they have the cutest relationship😣,view comment
Pamela Gutierrez,26/12/20 00:31:31,0,no,no,Merry Christmas 💖,view comment
Breanna Renée,26/12/20 00:34:12,3,no,no,I’m so confused are y’all together or not,view comment
Xaira Serrano,27/12/20 16:27:31,1,no,no,They are not official yet,view comment
Zureydi Rodriguez,26/12/20 00:35:14,1,no,no,15:25 if my relationship isnt like this i dont want it😣✌,view comment
Karyme Rivas,26/12/20 00:51:48,0,no,no,The way he looked at her omg 🥺😻,view comment
Elsa Lee,26/12/20 00:56:32,0,no,no,How does she not get copy wrighted?,view comment
Jasmin Campos,26/12/20 01:01:28,0,no,no,Girl drop your recent playlist,view comment
Selena Pena,26/12/20 01:06:23,0,no,no,U guys so cutee I love ur videos 💕💕🥰,view comment
Lexxiii._,26/12/20 01:36:41,0,no,no,do a video of your playlist plsssss❤️❤️,view comment
Izzy Snyder,26/12/20 01:37:16,10,no,no,"I’m sure anyone would dream to have a similar relationship with someone like nay and jake lol 

They are the cutest couple 😊",view comment
Karina Ortega,26/12/20 01:42:03,0,no,no,cuteeeee🥺🥺,view comment
Ygonie Kabongo,26/12/20 01:47:29,0,no,no,bye! they are so good for each other,view comment
jada tellez,26/12/20 02:15:15,0,no,no,lmaoo anyone else notice how she’s wearing the shoes he got her,view comment
Vanessa López,26/12/20 02:24:34,2,no,no,When she locked the door and then said “ aquí mando yo “ i died then said periodo u tell him 😂😂😂idk at this point,view comment
Liliana Pascual,26/12/20 02:51:01,0,no,no,bruh nathaly is literally 70% water plus 30% pink drink 💀,view comment
SheLovesChino,26/12/20 02:51:06,0,no,no,we get our Santa pictures for free in Memphis fytb😂,view comment
it's evelyn 29,26/12/20 02:58:10,1,no,no,Girllll the way he looks at you OMGG!!!!!🥺😭❤️,view comment
Alondra Jimenez,26/12/20 03:00:00,0,no,no,Awww both of the are so cute 🌹🌹,view comment
Leticia Curiel,26/12/20 03:18:47,3,no,no,y’all makin me cry out here😭 the cutest couple no cap❤️,view comment
Ceylah Remedios,26/12/20 03:29:02,0,no,no,CUTEST COUPLE OF 2020!!!,view comment
Jennifer Malagon,26/12/20 03:53:38,0,no,no,I LIKED THIS  VIDEO  AND SHARED!!!?💗💗 I love your video have a good CHRISTMAS!!!🎄🎄🎄✨🎊💗,view comment
Viviana Olalde,26/12/20 03:59:42,1,no,no,( My suegra ) they’re getting somewhere,view comment
Miriam Nunez,26/12/20 04:17:30,0,no,no,It's a joke can't u see,view comment
Dani’s Wrld,26/12/20 04:07:47,0,no,no,they’re the cutest🥺!!,view comment
Viviana Olalde,26/12/20 04:14:18,1,no,no,I’m obsessed with this “friendship”,view comment
Kayla Zuniga,26/12/20 04:14:52,1,no,no,Hi,view comment
Miriam Nunez,26/12/20 04:17:02,0,no,no,"Hi, Kayla",view comment
Leticia Barros,26/12/20 04:22:15,0,no,no,I can imagine how much money she spends on gifts!!! That's so sweet!,view comment
Brian Gonzalez,26/12/20 04:55:00,1,no,no,Why yo eyebrows like that 🤨,view comment
Brian Gonzalez,26/12/20 04:55:27,0,no,no,You beautiful bby girl 🥰,view comment
Daniel Vazquez,26/12/20 04:56:44,0,no,no,so i just watched like 30 minutes of ads💀cuz i dont skip them🙂,view comment
mxican girl,26/12/20 05:02:20,0,no,no,"who  else saw edith and ricardo's video and wondered why didnt she post
BUT SHE PESTED AND THAT HER CHRISTMAS PRESENTS FROM HER TO ME AND MERRY CRISTMAS",view comment
Nate Cslly Nathan Calista,26/12/20 05:13:19,0,no,no,I love you so much 😘💖,view comment
Lee Tv,26/12/20 05:22:58,0,no,no,14:15 why you ain’t give that boy a kiss 😂😂,view comment
Lay,31/01/21 18:48:48,0,no,no,😭😭,view comment
jesus manriquez,26/12/20 05:33:23,0,no,no,Also you got the brothers girlfriend has the same shoes like the ones Jake got you,view comment
nxxghtskkies,26/12/20 05:33:29,0,no,no,18:49 so cute:),view comment
KYLIE WILLIAMS,26/12/20 05:37:26,0,no,no,You need to drop your Spanish playlist!!!! Please!!! I need it... period.,view comment
Nessa 11,26/12/20 05:57:15,0,no,no,Que bonito !!,view comment
Izela Bustos,26/12/20 06:18:52,13,no,no,Tito hears everything lmaoo he was all like “sorry” when Edith got the controller 😭,view comment
Glenda Liz Toribio,26/12/20 06:20:46,0,no,no,I love themmmmmmm,view comment
late nights with sarah !,26/12/20 06:23:54,0,no,no,i want a jacob,view comment
Holly Harris,26/12/20 06:27:15,0,no,no,The best fcking couple ever,view comment
Melanie Carrizalez,26/12/20 06:42:07,0,no,no,the way he looks at you at 14:18 🥺🥺,view comment
luis rueda,26/12/20 06:46:36,0,no,no,I hate Jake he ugly and we know you guys have a crush on each other and you guys are dating  so stop lieing,view comment
Milyanah Ortuno,26/12/20 07:05:49,0,no,no,not nat having a consert before she leaves after the pictures,view comment
Sherlyn Escoto,26/12/20 07:17:21,0,no,no,Theee wayyy heee looks attt herrrr🥺,view comment
Dalilah Alejo,26/12/20 07:20:19,0,no,no,She didn’t get a pink drink !!!!!!!!,view comment
Alexa Silvas,26/12/20 07:25:29,0,no,no,y’all are soo cute 🥺 & we need a playlist video ‼️‼️,view comment
Willie Mcclain,26/12/20 07:41:29,0,no,no,"Nat do u know that u can start your car with your key so it can already be warm
just lock it and hold the circle button with the 2x on it for 3 seconds and it will be started",view comment
Precious Turner,26/12/20 08:00:19,0,no,no,What is ur insta I neeeed to follow u,view comment
Portia Johnson,26/12/20 08:35:13,0,no,no,"I LOVE YOUR INTRO, it's so inviting I LOVEEEEEE YOUR CHANNEL!!!!!!! JUST SUBSCRIBED",view comment
Portia Johnson,26/12/20 08:35:22,0,no,no,IT'S MY BIRTHDAY,view comment
Portia Johnson,26/12/20 08:35:36,0,no,no,HAVE AN AMAZING HOLIDAYS,view comment
Minna Osman,26/12/20 10:13:49,1,no,no,13:49 song ?,view comment
Lay,31/01/21 18:48:30,0,no,no,Mi quarto,view comment
Airelav Alexandra,26/12/20 10:37:24,0,no,no,Que bonita😍😍😍,view comment
Victoria Hernandez,26/12/20 13:19:06,0,no,no,There so ADORABLE AWWWW💖💞💘,view comment
Victoria Hernandez,29/12/20 13:46:41,0,no,no,@Marlene Garcia  sure no problem girly I would love to do that ill tell some friends also 💝💝,view comment
Marlene Garcia,29/12/20 06:55:23,0,no,no,Hello beautiful stranger! I know you probably don’t care about me or who I am but..i was wondering if you can help your girl out and check my small channel❤️,view comment
Audrey Martinez,26/12/20 13:20:10,1,no,no,Can you do a 2021 playlist pls,view comment
Peyton Starks,26/12/20 13:39:58,0,no,no,Drop the playlist,view comment
Gracie Roddis,26/12/20 14:03:28,0,no,no,"Nat- b*tch
Jacob- *dying of laughter*",view comment
SlimXF,26/12/20 14:59:34,0,no,no,Nat what’s your playlist on?,view comment
Peniel Perez,26/12/20 16:16:25,0,no,no,Creasing them shoes,view comment
Victoria Navarrete,26/12/20 16:23:42,1,no,no,Period booo ur outfit goood!,view comment
cathy idowu,26/12/20 16:57:14,0,no,no,ok now tell me they are not boyfriend & girlfriend like tell me,view comment
Rachele paul,26/12/20 16:58:27,0,no,no,"I love this so much oof and also when nat said early screenshot , I actually screenshot it but also let all of mats supports appreciate the hard work and time she had to do to make us vlogmas videos while also doing school so yeah merry Christmas nat and I love you as a supporter",view comment
Sweet_girl Human,26/12/20 17:04:21,0,no,no,Awww nat and jake are so cuteee together,view comment
Destiny Soto,26/12/20 17:08:31,0,no,no,Yesss,view comment
Destiny Soto,26/12/20 17:19:02,0,no,no,Awe🥺,view comment
Marlene Garcia,29/12/20 06:48:14,0,no,no,Hello beautiful stranger! I know you probably don’t care about me or who I am but..i was wondering if you can help your girl out and check my small channel❤️ I’d really appreciate it,view comment
Yatziri M,26/12/20 17:35:02,0,no,no,nat share the playlists,view comment
Yaëlle Desjardins,26/12/20 18:09:36,0,no,no,"Anyone else want more Malika content, like we got two videos of her then Jacob came along and we never see her and Nat never mentions her. (We only saw her for 5 seconds in this video) PLEASE MORE MALIKA CONTENT",view comment
Brianna Peters,26/12/20 18:12:23,0,no,no,Jack is a real man to you,view comment
Maritza Macias,26/12/20 18:22:59,0,no,no,Tell me why I be singing along to all the songs you play in ever vlog😭😭❤️btw love you so much you have been doing amazing for vlogmas ❤️,view comment
Marlene Gonzalez,26/12/20 18:31:37,0,no,no,Her hair is sooooooo pretty,view comment
esmeralda torres,26/12/20 18:42:32,0,no,no,WHAT IS THE SONG SHE PLAYED AT @4:17???? 😍😍😍😍,view comment
Jazmine Lipkin,26/12/20 18:43:31,0,no,no,My best friend is a Virgo too and she always has bomb playlist 💖😋,view comment
BUNNY X BB,26/12/20 19:21:23,0,no,no,Nat legit looks like a mom,view comment
Tailar Carter,26/12/20 19:43:22,0,no,no,hey nat what is the name of the backpack jacob was about to sit on in the car?,view comment
Tailar Carter,10/01/21 00:20:41,0,no,no,nvm i found it,view comment
V’ynatee Ocasio,26/12/20 19:49:10,0,no,no,"Nathaly: everyone screen shot on 3
Me: Actually screen shot’s",view comment
KaiLeigh Jaii,26/12/20 20:25:32,0,no,no,What’s the song called at 24:22?,view comment
Stephanie Lojano,26/12/20 21:03:59,1,no,no,20:54 melted my heart 🥺🥺.,view comment
midnight_dreamz,26/12/20 21:24:23,1,no,no,"Yall so cute together I swear! <3


Can you go support my lil channel it would mean a lot thanks!",view comment
Azhar Musse,26/12/20 21:57:10,0,no,no,Love you nat and jake,view comment
Azhar Musse,26/12/20 21:57:17,0,no,no,❤️❤️❤️❤️,view comment
Ashley Mandujano,26/12/20 22:09:46,0,no,no,they’re 2 cute,view comment
Ahtciri Gracida,26/12/20 22:09:53,0,no,no,Ur so pretty but I don’t think the bear wand suites u,view comment
alondra onate,26/12/20 22:32:03,0,no,no,Edith looks so good omgggg her body is getting SNATCHEDDD,view comment
Danni Gonzalez,26/12/20 22:56:19,1,no,no,NAT NEEDS TO TELL ME WHERE TO FIND HER PLAYLISTS NOW,view comment
Magaly Roque,26/12/20 23:03:21,0,no,no,COPY RIGHTTTT,view comment
Nevaeh CF,26/12/20 23:49:12,1,no,no,Gianna is soooo pretty omg 😭,view comment
Paola T,26/12/20 23:59:32,0,no,no,what was the starbucks nat got at 12:07?,view comment
Stephanie Palacio,27/12/20 00:29:40,0,no,no,It took him a moment to relize it was a phone lmao,view comment
Sara Corona,27/12/20 00:53:47,0,no,no,Does anyone wonder if nelly has a boyfriend 🤔,view comment
Tasha Peacock,27/12/20 01:24:58,0,no,no,Thanks for thinking about us with the music,view comment
Keeley Petersen,27/12/20 01:28:03,1,no,no,Love you NAT merry Christmas,view comment
Emma Messina,27/12/20 02:03:50,0,no,no,Am I the only one that waited for her vlogs on her page,view comment
Leslie Castaneda,27/12/20 03:05:23,0,no,no,Auntie got an Apple Watch two,view comment
Leslie Castaneda,27/12/20 03:05:35,0,no,no,My,view comment
Liara Maldonado,27/12/20 03:13:08,0,no,no,so cute bruh wtf,view comment
Rose,27/12/20 04:05:21,0,no,no,Can you do video on some tips on how to make the intro for YouTube,view comment
sxnny - roblox,27/12/20 04:11:02,0,no,no,This whole video I couldn’t stop smiling they are literally the best I can’t wait for you guys to get married have kids and have a bright future I love you guys so much!!!,view comment
Ac Winston,27/12/20 05:15:09,0,no,no,nat over here broke so shes putting tons of ads lol,view comment
Adamaris Zamudio,27/12/20 05:27:31,0,no,no,Playlist???☺️,view comment
Chelsey Davila,27/12/20 05:39:57,0,no,no,"""He's going to have to talk to the suegra"" lmaooo",view comment
Chelsea Vieyra,27/12/20 06:14:36,0,no,no,not me watching every vlogmas vlog again 🥺❤️,view comment
Serenity Villarreal,27/12/20 06:26:18,0,no,no,not jake wanting a kiss but nat is vibing,view comment
